iter	Logloss
0	0.197833733
1	0.06385687819
2	0.03113839098
3	0.01978434612
4	0.01476223455
5	0.01096340515
6	0.009841844886
7	0.008967243297
8	0.008359112841
9	0.007976851844
10	0.007551891369
11	0.007148191227
12	0.006868027833
13	0.006318964834
14	0.005956341225
15	0.005769771865
16	0.005643252022
17	0.005489716539
18	0.005262939167
19	0.005187489439
20	0.005082607513
21	0.004995510652
22	0.004850311945
23	0.004731358072
24	0.004664610835
25	0.004564113254
26	0.004525819163
27	0.004406252137
28	0.004330755719
29	0.004281787672
30	0.004217653466
31	0.004146353271
32	0.004107764484
33	0.004087940492
34	0.004051396726
35	0.004027014006
36	0.003985319372
37	0.003959507228
38	0.003922957774
39	0.003879587192
40	0.003814845657
41	0.003723916675
42	0.003677412395
43	0.003647738866
44	0.00363171071
45	0.003604542532
46	0.003564393871
47	0.00353697733
48	0.003498119181
49	0.003480982609
50	0.003457671866
51	0.003430003036
52	0.00342084349
53	0.003383971775
54	0.00335722388
55	0.003336205783
56	0.003321278125
57	0.003312916333
58	0.00330026878
59	0.003291422478
60	0.003247713424
61	0.003200107287
62	0.003173768447
63	0.003161171769
64	0.003157533224
65	0.003150419602
66	0.003135409384
67	0.003131254668
68	0.003097249035
69	0.003079049353
70	0.00304984459
71	0.003040205939
72	0.003031249978
73	0.003018750851
74	0.00298890891
75	0.00298120872
76	0.002974595386
77	0.002948079382
78	0.002937610862
79	0.002927366756
80	0.00291021999
81	0.002898660888
82	0.002889964836
83	0.002881964776
84	0.002877198458
85	0.002866904141
86	0.002859077611
87	0.002854473785
88	0.002846390004
89	0.002829151268
90	0.002827172371
91	0.002820153101
92	0.002808075818
93	0.002795233246
94	0.002769637888
95	0.002758006883
96	0.002743536345
97	0.002726434993
98	0.002721081765
99	0.002703335753
100	0.002700146226
101	0.002693393752
102	0.002684206693
103	0.002672407677
104	0.002652884008
105	0.002649391398
106	0.002638280406
107	0.002622438877
108	0.002618849674
109	0.002611396893
110	0.00260197403
111	0.002598323902
112	0.00259066075
113	0.002577604429
114	0.002570989138
115	0.002559829113
116	0.002554835207
117	0.00253275019
118	0.002528329181
119	0.002520759121
120	0.002513600217
121	0.002506928737
122	0.002496498273
123	0.002488389666
124	0.002485574124
125	0.002469406412
126	0.002465225047
127	0.002461613594
128	0.002448395367
129	0.00244078852
130	0.002434395229
131	0.002432362409
132	0.002430875004
133	0.002423927841
134	0.002413404785
135	0.002406018459
136	0.002403786429
137	0.002398518344
138	0.002389572144
139	0.002382834663
140	0.002376785153
141	0.002373227984
142	0.002371344259
143	0.002369823596
144	0.002362342962
145	0.002355943376
146	0.002349076043
147	0.002343010265
148	0.00234064619
149	0.002338505019
150	0.002330360147
151	0.00232697486
152	0.002322316276
153	0.002315812405
154	0.002306744941
155	0.002297245008
156	0.002288691656
157	0.002283596411
158	0.002276774188
159	0.002270652036
160	0.002268122762
161	0.00226625823
162	0.002260337759
163	0.002255379408
164	0.002250243779
165	0.002247847136
166	0.002240647293
167	0.002237717283
168	0.002232868365
169	0.00223164197
170	0.002225718564
171	0.002221517852
172	0.00221695549
173	0.002211538845
174	0.002205673049
175	0.002200264919
176	0.002198726565
177	0.002192695827
178	0.00218868828
179	0.002176975108
180	0.002174361371
181	0.002167404817
182	0.002161934856
183	0.002157119752
184	0.002153554798
185	0.00214645959
186	0.002144323906
187	0.002135054555
188	0.002133076864
189	0.002129459407
190	0.002124911389
191	0.002121585997
192	0.002117110879
193	0.002112630829
194	0.002109482952
195	0.002108002043
196	0.002105531687
197	0.00210384189
198	0.002100005012
199	0.002096601169
200	0.002090649159
201	0.002089607393
202	0.002088048096
203	0.002084166818
204	0.002080410254
205	0.002074612683
206	0.002066370683
207	0.002065349603
208	0.002064768645
209	0.002062322218
210	0.002060216816
211	0.002058130721
212	0.00204691839
213	0.002043869515
214	0.002038289333
215	0.002036143002
216	0.002029254355
217	0.002028009514
218	0.002021828438
219	0.002014831573
220	0.002009329208
221	0.002006431617
222	0.001999651441
223	0.001995142658
224	0.001992075882
225	0.001987929583
226	0.001983351787
227	0.001980309595
228	0.001979166227
229	0.001975502008
230	0.0019633777
231	0.001961545726
232	0.00195641399
233	0.001953264604
234	0.001947171602
235	0.00194453304
236	0.001943398851
237	0.001940366554
238	0.001933075282
239	0.001930889036
240	0.0019247954
241	0.001922779951
242	0.001921098634
243	0.001917154118
244	0.001909788957
245	0.001908677184
246	0.001905851016
247	0.001902287725
248	0.001899332328
249	0.001895387329
250	0.001892190615
251	0.001889944458
252	0.001886752192
253	0.001885540496
254	0.001881948755
255	0.0018799699
256	0.001878011658
257	0.001875331842
258	0.001873363541
259	0.001870400782
260	0.001870089576
261	0.001869749358
262	0.001865851307
263	0.001859820558
264	0.001857924818
265	0.001854526994
266	0.00185166974
267	0.001847954717
268	0.001845075809
269	0.001840916362
270	0.001833491516
271	0.001830432895
272	0.001828210735
273	0.00182489983
274	0.001823543862
275	0.00181897056
276	0.001815039225
277	0.001812725254
278	0.00180901035
279	0.001804544416
280	0.001802017819
281	0.001799589268
282	0.001795680039
283	0.001794503954
284	0.001788898375
285	0.001786170267
286	0.001785032377
287	0.001779401592
288	0.001775286199
289	0.001770456288
290	0.001768385525
291	0.00176467097
292	0.001763812125
293	0.001759374889
294	0.00175760814
295	0.001754529842
296	0.001748587887
297	0.001747336507
298	0.001743457916
299	0.00173861619
300	0.001737526236
301	0.00173438656
302	0.001734191835
303	0.001729898901
304	0.001717666864
305	0.001714463493
306	0.001712067726
307	0.001709954473
308	0.001707549393
309	0.001704301499
310	0.001703284847
311	0.001699295798
312	0.001694949389
313	0.001691799612
314	0.001684733301
315	0.001681570875
316	0.001676310239
317	0.001674868736
318	0.001672636424
319	0.001667873905
320	0.001665226086
321	0.001662342972
322	0.001659663845
323	0.0016548138
324	0.001648885168
325	0.001644480459
326	0.001641827866
327	0.001639608934
328	0.001636808482
329	0.001631984899
330	0.001627896622
331	0.001623134628
332	0.001619731456
333	0.001614790326
334	0.00161250273
335	0.00161106862
336	0.001605239598
337	0.00160120142
338	0.001596253716
339	0.00159225106
340	0.001591214278
341	0.001589760929
342	0.001584680249
343	0.001582917371
344	0.00158066428
345	0.00157707518
346	0.001574803102
347	0.001572706787
348	0.001570403391
349	0.00156744611
350	0.001566666395
351	0.00156645467
352	0.001563656323
353	0.001561408288
354	0.001560477108
355	0.001558584642
356	0.001555809201
357	0.001555165288
358	0.00155321565
359	0.00154923211
360	0.001546757208
361	0.001545473213
362	0.001541441537
363	0.001537360447
364	0.001534262874
365	0.001529466109
366	0.001527751579
367	0.001527211854
368	0.001526379512
369	0.001525649844
370	0.001520241786
371	0.001516282124
372	0.001514837007
373	0.001511761428
374	0.001509635233
